,title_review_comments,verified_purchase
837,fresh clean fresh clean make wipe leave feel clean light moisture quicker wash feel harm soap wipe stay fresh packet long period time review collect part promote,1
838,love wipe usual fan wipe remove make proper even gone time howe wipe brilliant wipe remove make include waterproof lascar may cellar water really good break make feel stick sore convert did recommend review collect part promote,1
839,great would defy really great impress far effect feel light quit sent great would defy buy package usual simple clear direct review collect part promote,1
840,fine fine exact say tin love free perfume pardon gentle remove make like champ shower save time found make feel tight win feel particular refresh fine job review collect part promote,1
841,gentle love wash like simple gentle cause reaction red howe unlike sent actual manage work well time found remove make well particular stubborn eye make review collect part promote,1
842,love simple wipe year great recent bought biodegrad thought biodegrad cometh think guy,1
843,love best shop bought mayo,1
844,great good stuff happy,0
845,brilliant laundri deter smell may surf trophic fili clang clang fall laundri deter â awesom smell brilliant clean power â get cloth bright clean fresh even cold wash love make thing smell last time great clean power general stain like tea door mark mud span boy great family really east store often rub little cloth particular stain like span boy case need little attend work wonder even white really great value relic linger cotton towel silk dress mamma finer cloth like work cloth complaint general wash high recommend,0
846,best known great price great soften good value price paid,0
847,terrible new pump hate hate hate new pump seem way spear bottle order get last lotion plus new pump open big clot continue vaselin fix find new brand did year loyalty shame vaselin fixing\ cometh never broken get custom purchase new bottle sooner,1
848,nice tone added male happy tone fragrance good sensitive yet still job added male happy contain witch hazel cometh usual hard find inured simple clear job expect good result review collect part promote,1
849,lovely aroma go wrong,0
850,miss comfort blue sky miss order arrive must split box soak smelt condition box open,0
851,good item item state devil time good price,0
852,describe describe,0
853,never disappoint long stand family favourite decent ice cream gumma bit suit everyone last device sugar treat,1
