,title_review_comments,verified_purchase
883,"Light, non greasy and super moisturising. Winter is really taking its toll on my skin and this moisturiser has been wonderful. It soaks in fast, isn't greasy at all and has a really refreshing aloe scent as well. It does everything I need to and does it well. It's water based so probably not best for oily skin, but on my normal to dry it's doing great. I'm pretty sensitive too but this hasn't caused any problems. However, it also contains Palm Oil. Now, palm oil is a brilliant ingredient and does a lot of wonderful things. But at the moment, it's rarely ethically sourced and that's my only issue with this product. Unilever are a big big player and need to address this issue. [This review was collected as part of a promotion.]",1
884,Leaves skin feeling fresh I have tried this product and was totally impressed with how soft it left my skin. Its refreshing to the touch as well as to smell. I suffer from dry skin and this has made such a difference. I will be using this product all the time from now on. [This review was collected as part of a promotion.],1
885,Soft skin I tried the Simple hydrating cleansing wipes during the evening to remove my makeup and cleanoses the skin. I found the wipes very soft and easy to use the wipes are nothe too wet or rough with just enough product on them to remove stubborn make up and feel gentle at the same time. Ideal for when you need tone take off makeup in a hurry and handy for traveling. I would recommend for anyone that has sensitive or dry skin. [This review was collected as part of a promotion.],1
886,Small and too sweet Decidedly smaller than a normal Magnums and the raspberry Newsweek the two layers of chocolate is too sweet and too much quantity.,1
887,Feels nourishing Gentle with a lovely lather. Not so keen on this fragrance but would try others in this range.,1
888,"Good shower gel Many thanks to Ocado for this free trial product, which I got my husband to test out. It is a big bottle which should last quite a long time. Because its a gel rather than a liquid this means it is easier to deal with. The fragrance is quite subtle but is definitely recognisable as cedarwood which is quite popular in mens bathing products.",1
889,A hit I wouldnt normally choose chocolate ice cream and my husband isnt a fan either however he was quite taken with this and I think the tub will disappear quickly!,1
890,"Lovely ice cream with plenty of chocolate fish I received a tub of this to try. We had it for dessert after Sunday lunch and one tub was sufficient for all 4 of us. The children both loved it of course (and gave it a million stars out of 5) and particularly enjoyed counting how many chocolate fish they found. I thought it was a really nice chocolate ice cream with plenty of chocolate fish - much more than I expected - but didnt really think there was a lot of caramel or marshmallow content, which was a shame. I would, however, buy this product again.",1
891,"Mmmm If you want a sweet rich chocolate ice cream, this will hit the spot.",1
892,"Not impressed Bought these thinking they were the ordinary simple cleansing wipes as the packaging is the same. Even as exfoliating wipes, do not find them good. They are quite dry (the actual wipes are dry - i don't mean they leave my skin dry!) Not a good product.",1
893,"Preserves the integrity of my skin I have MS and my skin can get burnt fron bladder weakness, using the oil gel keeps my skin protected better than any other product plus it smells nice.",1
894,"Shower Gel Very good product, excellent for every day use.",1
895,"Good Quality Shower Gel This shower gel smells very nice and is quite thick, not runny like some other gels. I would definitely buy this again.",1
896,"Recycled Plastic Great product, very concentrated and good lingering fragrance. The bonus is the bottle is made from 100 percent recycled plastic.",1
897,"Delicious Fun Chocolate Ice Cream All the family love it! Great chocolate ice cream and the kids enjoyed finding the fish! Won't last long in this household, a wonderful treat.",1
898,Yum! Everyone loved this. Will buy again.,1
899,"Formula change :( I've been using this moisturiser daily for 5+ years and it's always been great for the price. However a recent formula change means that it now stings slightly to apply, and has caused dermatitis to flare up around my eyes. I've compared the ingredients from before and think it's possibly due to the inclusion of 2-bromo-2-nitropropane-1,3-diol. Dissapoiting as was always super reliable before, even for my picky skin. Hopefully they'll change the formula back otherwise I won't be buying it again",1
900,Perfect I just try this product and so happy with it. It makes my hair so soft,1
901,"brill Wow i love this so much,the smell is amazing and it lingers on your skin for a while as ive notice with other cream it dont,i love that it is non greasy when applying it too which is another good thing,and i love it because this is the only cream ive found that works and helps with my dry skin that i get in patches on my face,just brill. [This review was collected as part of a promotion.]",1
902,"Lovely feel afterwards I would very much recommend this product, after using it my skin feels so soft and smooth. I believe if I continued to use this long term I would see massive benefits. The bottle is huge, so would last you a long time. [This review was collected as part of a promotion.]",1
903,"Gentle and moisturising This product is not what I would have bought. Although I like Vaseline products, this one has never appealed to me. The smell is really nice and the product goes onto the skin really well. It soaks in really nicely and doesn't leave a residue like some products do. [This review was collected as part of a promotion.]",1
904,"My hands feel lovely after use This product smells gorgeous. I have used this in the kitchen, and will certainly buy in the future. A great hand wash, lathers well, and non drying to the skin.",1
